Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,HouseAge
946,3835,2,4,3,2019,Urban,Good,1,553575,6
947,4650,2,4,2,1923,Rural,Fair,1,928836,102
948,1981,5,1,1,2001,Suburban,Good,0,219259,24
949,2401,4,1,3,1933,Urban,Poor,0,297145,92
950,3951,2,1,1,1939,Rural,Poor,1,360625,86
951,4564,3,3,1,1946,Suburban,Fair,0,733835,79
952,554,3,3,1,1978,Downtown,Poor,1,94552,47
953,2323,5,2,3,1974,Urban,Poor,1,249041,51
954,3962,5,1,3,1985,Rural,Excellent,1,257606,40
955,3579,1,3,1,2017,Downtown,Excellent,0,804965,8
956,1332,1,4,2,1923,Rural,Poor,1,836157,102
957,4908,1,4,1,1964,Suburban,Poor,1,450074,61
958,3306,5,1,2,1917,Suburban,Excellent,0,779846,108
959,2990,5,2,1,1943,Downtown,Poor,1,124474,82
960,827,5,2,1,1975,Rural,Poor,0,337312,50
961,3810,3,4,1,1956,Urban,Good,0,606387,69
962,3800,5,2,3,2006,Urban,Poor,0,252252,19
963,4175,3,1,2,1927,Downtown,Fair,1,814742,98
964,3554,1,4,2,2003,Downtown,Good,1,373599,22
965,2643,1,3,1,2023,Downtown,Fair,0,628528,2
966,1811,1,3,3,1970,Rural,Poor,0,386940,55
967,3691,2,2,3,1922,Urban,Excellent,0,891024,103
968,3038,2,4,2,1984,Urban,Good,1,835034,41
969,4483,4,4,3,1933,Urban,Excellent,0,434325,92
970,664,4,3,2,1910,Downtown,Good,0,302051,115
971,4777,4,4,2,1985,Urban,Excellent,0,151611,40
972,1322,2,4,2,2005,Suburban,Good,1,632334,20
973,1443,2,4,3,1934,Downtown,Good,0,824756,91
974,4925,4,2,2,2015,Urban,Fair,1,66488,10
975,1274,4,4,2,1992,Rural,Excellent,1,239913,33
976,2698,5,1,1,1941,Downtown,Fair,0,430665,84
977,3656,4,2,2,1927,Suburban,Fair,0,967899,98
978,4742,5,4,2,2022,Suburban,Excellent,0,758029,3
979,4195,3,4,1,1981,Rural,Good,1,716205,44
980,3952,2,1,1,1977,Rural,Fair,1,741419,48
981,1414,4,2,3,1981,Downtown,Excellent,1,68394,44
982,1808,2,3,2,1991,Downtown,Good,0,930425,34
983,4677,2,3,3,1923,Suburban,Fair,1,226978,102
984,1013,2,2,3,1907,Rural,Fair,0,109332,118
985,2420,3,4,1,2005,Downtown,Fair,0,218377,20
986,4094,1,4,3,2017,Suburban,Good,0,92628,8
987,1909,4,3,2,2008,Rural,Fair,1,857784,17
988,3690,1,3,1,1952,Suburban,Good,1,529898,73
989,4991,1,3,2,1971,Urban,Poor,1,919403,54
990,2055,1,1,2,1903,Rural,Fair,0,101993,122
991,1304,2,3,1,1990,Downtown,Poor,1,220458,35
992,1779,5,1,2,1999,Downtown,Excellent,1,939459,26
993,4077,2,2,1,1904,Urban,Fair,0,500281,121
994,3401,2,4,2,1996,Rural,Excellent,0,956644,29
995,1887,1,3,1,1948,Suburban,Excellent,1,528720,77
996,3261,2,4,3,1997,Downtown,Excellent,0,556357,28
997,3179,1,4,2,1929,Urban,Poor,1,58539,96
998,2606,5,3,1,1971,Urban,Good,0,182335,54
999,4723,4,3,2,2002,Rural,Poor,0,456521,23
1000,3268,1,2,2,1962,Rural,Poor,1,890249,63
1001,4453,5,1,2,1946,Downtown,Excellent,0,991902,79
1002,3686,4,1,1,1925,Urban,Fair,0,290310,100
1003,3780,3,4,3,1956,Suburban,Good,0,256873,69
1004,3073,1,3,3,1936,Urban,Excellent,1,361251,89
1005,3099,1,2,3,1997,Suburban,Good,0,999656,28
1006,4533,3,2,1,1906,Suburban,Poor,0,536476,119
1007,736,3,2,3,1939,Downtown,Good,1,998128,86
1008,1804,1,2,1,1991,Urban,Good,1,965672,34
1009,3930,3,2,2,1938,Suburban,Fair,0,411799,87
1010,1801,2,1,2,1961,Rural,Excellent,0,630420,64
1011,3041,4,1,3,2002,Suburban,Good,0,962133,23
1012,2551,4,1,1,1991,Rural,Good,1,155494,34
1013,941,4,3,2,1977,Rural,Poor,0,889411,48
1014,2576,2,4,1,1952,Urban,Poor,1,894445,73
1015,3680,3,2,1,2013,Rural,Good,1,275997,12
1016,3157,5,3,2,2001,Suburban,Excellent,0,638085,24
1017,4298,3,2,1,1903,Rural,Good,0,101798,122
1018,1304,1,1,2,2005,Urban,Good,1,722010,20
1019,574,4,3,2,1981,Downtown,Fair,0,469230,44
1020,2675,3,1,2,2007,Suburban,Excellent,0,650709,18
1021,4424,5,2,1,2011,Suburban,Fair,1,319578,14
1022,2589,1,2,2,1924,Urban,Excellent,0,866460,101
1023,540,2,4,1,1906,Urban,Excellent,1,640846,119
1024,2581,2,2,2,2001,Urban,Excellent,0,860763,24
1025,2122,5,1,2,1927,Urban,Fair,1,117573,98
1026,841,1,2,3,1968,Suburban,Fair,1,703761,57
1027,4552,4,4,3,1966,Downtown,Fair,0,517508,59
1028,2574,3,4,3,2007,Rural,Poor,1,227398,18
1029,1145,1,1,1,1994,Rural,Fair,1,395123,31
1030,4763,2,3,1,2010,Downtown,Poor,0,840555,15
1031,1109,5,2,2,2005,Downtown,Poor,0,328747,20
1032,954,5,4,2,2021,Downtown,Poor,0,378085,4
1033,3453,3,2,2,1919,Urban,Good,1,92597,106
1034,2208,5,2,2,1982,Suburban,Good,1,768598,43
1035,3972,5,3,1,2011,Suburban,Good,1,920670,14
1036,3469,1,4,2,2023,Suburban,Poor,0,485935,2
1037,3528,4,2,2,1910,Urban,Poor,1,797146,115
1038,3181,3,4,3,2003,Suburban,Excellent,1,353895,22
1039,4129,1,1,2,1966,Urban,Poor,0,962894,59
1040,4725,4,1,2,1986,Suburban,Good,1,136978,39
1041,3567,1,2,2,1906,Downtown,Poor,0,329837,119
1042,1886,1,4,1,1922,Rural,Poor,0,532757,103
1043,4276,5,2,3,1960,Rural,Excellent,0,218769,65
1044,3366,4,4,2,1970,Urban,Poor,1,406668,55
1045,3863,3,4,2,2009,Suburban,Fair,1,410013,16
1046,4624,3,3,3,1933,Rural,Excellent,1,735352,92
1047,648,4,3,2,2005,Downtown,Poor,0,375969,20
1048,4350,5,3,1,1918,Downtown,Poor,0,714882,107
1049,2558,2,2,2,1957,Downtown,Excellent,0,442619,68
1050,1636,1,3,1,1908,Urban,Poor,1,881838,117
1051,686,5,3,1,1947,Urban,Good,1,288078,78
1052,3354,4,1,2,2014,Suburban,Fair,1,290140,11
1053,1750,1,4,3,1981,Downtown,Fair,1,717481,44
1054,1833,3,4,1,1940,Suburban,Good,1,697659,85
1055,4693,2,3,3,1947,Suburban,Poor,0,457435,78
1056,4650,3,4,2,1944,Downtown,Poor,1,838049,81
1057,3211,4,1,1,2005,Suburban,Fair,0,93016,20
1058,2285,1,1,2,1924,Rural,Poor,0,493888,101
1059,1250,4,3,3,2015,Urban,Fair,1,336420,10
1060,2262,1,1,2,1977,Suburban,Fair,0,805247,48
1061,4420,5,4,2,2007,Downtown,Good,1,384384,18
1062,4960,2,2,1,1924,Urban,Fair,1,942724,101
1063,981,5,4,2,1918,Urban,Poor,0,236807,107
1064,653,5,2,2,1938,Suburban,Poor,1,592247,87
1065,2024,4,3,2,2018,Rural,Excellent,1,602810,7
1066,2620,2,2,1,1978,Suburban,Poor,0,499303,47
1067,2843,1,1,3,1979,Rural,Excellent,0,453169,46
1068,1740,1,4,3,1926,Urban,Fair,0,76567,99
1069,560,3,2,2,2003,Suburban,Poor,0,503739,22
1070,1438,1,4,1,1973,Downtown,Good,0,112708,52
1071,2139,4,3,2,1962,Suburban,Good,0,176206,63
1072,4620,5,3,3,1967,Rural,Good,1,596848,58
1073,4726,5,1,1,2014,Rural,Fair,1,632678,11
1074,4069,5,3,3,1918,Suburban,Fair,1,700060,107
1075,1752,2,2,3,1927,Rural,Excellent,0,511365,98
1076,4703,1,3,1,1984,Urban,Good,1,357248,41
1077,671,4,1,1,2022,Suburban,Excellent,0,632093,3
1078,1958,2,4,2,2010,Rural,Excellent,1,286109,15
1079,4049,3,4,2,1977,Suburban,Poor,0,545951,48
1080,4697,4,3,3,1932,Suburban,Poor,1,336640,93
1081,2822,4,2,1,2011,Downtown,Good,0,788661,14
1082,2136,4,1,1,1909,Suburban,Fair,0,141257,116
1083,3615,5,2,2,1982,Downtown,Poor,0,53515,43
1084,4590,4,1,3,1929,Rural,Fair,0,578742,96
1085,3504,1,3,3,1921,Downtown,Excellent,1,287145,104
1086,829,4,1,2,1902,Downtown,Excellent,1,72873,123
1087,4140,5,1,1,2000,Downtown,Excellent,0,910352,25
1088,4394,4,3,2,2004,Urban,Excellent,0,325871,21
1089,4607,3,2,2,1981,Downtown,Good,0,702664,44
1090,1841,3,3,2,1974,Suburban,Excellent,1,643358,51
1091,4163,5,1,2,1947,Downtown,Poor,0,935491,78
1092,715,1,3,1,1901,Suburban,Excellent,0,698852,124
1093,838,1,1,2,1975,Downtown,Fair,1,278497,50
1094,4562,2,3,1,1953,Urban,Poor,0,691501,72
1095,3208,5,4,2,1905,Rural,Fair,0,755339,120
1096,3652,4,4,3,2006,Downtown,Fair,1,599753,19
1097,2250,5,3,1,2022,Downtown,Good,0,234972,3
1098,2921,2,2,3,1939,Urban,Good,0,634087,86
1099,1209,5,1,2,2007,Downtown,Fair,1,560237,18
1100,4226,5,4,2,1992,Suburban,Fair,0,670417,33
1101,4142,2,2,2,2022,Downtown,Excellent,1,464546,3
1102,4493,1,1,1,1993,Downtown,Poor,0,713662,32
1103,988,4,4,3,1901,Rural,Excellent,0,419432,124
1104,546,2,4,1,1972,Rural,Good,0,293761,53
1105,3859,3,3,1,2010,Downtown,Good,0,292821,15
1106,900,1,1,2,1901,Urban,Excellent,0,62875,124
1107,4490,3,2,3,1992,Rural,Poor,1,601507,33
1108,3657,1,2,2,1996,Downtown,Fair,0,872614,29
1109,4845,4,2,1,1973,Rural,Excellent,0,785901,52
1110,890,4,1,2,1997,Downtown,Good,1,485485,28
1111,4353,5,2,3,2007,Rural,Poor,1,391925,18
1112,4930,3,2,2,1954,Rural,Good,0,56457,71
1113,1128,1,2,3,1971,Suburban,Poor,1,974253,54
1114,4732,4,3,3,2000,Downtown,Poor,0,83064,25
1115,3430,2,3,2,2017,Downtown,Poor,1,977325,8
1116,2021,4,1,1,1959,Downtown,Excellent,1,689544,66
1117,1326,2,1,2,1996,Downtown,Excellent,0,934729,29
1118,2000,1,2,1,2010,Rural,Excellent,1,808947,15
1119,3794,4,3,1,1905,Suburban,Poor,0,259727,120
1120,2919,4,4,2,2007,Suburban,Poor,1,975168,18
1121,1434,1,4,1,2003,Urban,Good,1,210353,22
1122,3542,4,2,1,2008,Downtown,Fair,1,832351,17
1123,4997,2,2,2,1918,Urban,Excellent,0,286887,107
1124,1966,4,3,2,1995,Rural,Poor,0,475037,30
1125,4061,3,3,2,1926,Urban,Good,1,809129,99
1126,1114,5,3,1,1900,Downtown,Good,0,992151,125
1127,1682,2,1,3,2006,Suburban,Good,0,644206,19
1128,3723,3,1,1,2015,Suburban,Excellent,0,263057,10
1129,3167,1,2,3,1932,Downtown,Excellent,1,526015,93
1130,630,2,1,2,1939,Rural,Fair,0,926611,86
1131,3483,5,3,3,1931,Downtown,Good,1,387088,94
1132,4778,5,3,2,1968,Rural,Excellent,1,139142,57
1133,4959,1,1,2,1916,Suburban,Good,1,77603,109
1134,538,1,4,3,1907,Rural,Poor,1,882890,118
1135,4459,2,2,2,1956,Downtown,Good,1,120605,69
1136,4087,4,4,3,1941,Downtown,Fair,0,331767,84
1137,1420,1,2,2,1997,Downtown,Excellent,0,618728,28
1138,3269,4,4,1,1908,Rural,Poor,1,918859,117
1139,4611,3,1,1,2019,Rural,Excellent,0,975208,6
1140,992,5,2,2,1986,Rural,Poor,0,405970,39
1141,1631,4,2,2,1934,Suburban,Good,0,339604,91
1142,4021,5,2,3,2013,Urban,Good,0,264117,12
1143,810,4,3,1,1970,Urban,Fair,0,788165,55
1144,1238,3,3,3,1978,Downtown,Fair,0,516727,47
1145,3741,1,4,2,1952,Suburban,Poor,0,160373,73
1146,1045,3,1,2,1953,Rural,Fair,1,974069,72
1147,2961,1,3,3,1983,Downtown,Fair,1,317014,42
1148,4846,1,2,2,2013,Suburban,Fair,1,68909,12
1149,2304,5,3,1,1924,Downtown,Fair,0,321261,101
1150,3712,3,1,3,1966,Suburban,Good,0,299975,59
1151,4310,4,3,1,2023,Suburban,Fair,1,903906,2
1152,1313,3,2,1,1961,Urban,Good,0,668214,64
1153,4624,5,4,1,1954,Downtown,Good,0,487538,71
1154,2532,1,2,3,1945,Rural,Excellent,1,177463,80
1155,4913,5,1,2,1923,Urban,Good,1,151536,102
1156,744,2,4,1,1997,Urban,Good,1,856560,28
1157,771,2,3,1,1945,Rural,Fair,0,301981,80
1158,4011,4,3,1,1921,Suburban,Good,0,540533,104
1159,2271,5,3,2,1910,Rural,Poor,0,381145,115
1160,1762,4,4,2,1947,Downtown,Fair,1,836872,78
1161,2924,4,2,3,1907,Rural,Fair,1,230685,118
1162,4861,2,4,2,1938,Suburban,Fair,0,697779,87
1163,1420,4,4,3,2006,Rural,Excellent,1,979167,19
1164,3930,2,1,3,1934,Suburban,Fair,1,547275,91
1165,4935,1,4,3,1948,Suburban,Good,0,200619,77
1166,4984,5,3,3,1945,Downtown,Poor,1,655950,80
1167,3124,4,2,3,1937,Rural,Fair,1,810416,88
1168,4260,2,2,1,1907,Rural,Fair,1,50005,118
1169,2550,3,2,2,1953,Downtown,Poor,0,284152,72
1170,4000,4,3,1,1936,Suburban,Fair,0,319182,89
1171,1665,1,3,3,1990,Rural,Excellent,1,842846,35
1172,875,1,3,2,1991,Downtown,Good,0,530875,34
1173,2533,3,3,1,1939,Suburban,Poor,0,905938,86
1174,645,2,3,1,1933,Downtown,Poor,0,913018,92
1175,4888,4,4,3,1995,Rural,Excellent,1,445822,30
1176,931,2,3,1,1978,Downtown,Good,0,852914,47
1177,1204,1,3,1,2007,Urban,Excellent,1,804189,18
1178,3132,2,3,1,1916,Suburban,Good,1,252945,109
1179,4994,1,3,1,1932,Urban,Excellent,0,608236,93
1180,1463,2,2,1,1946,Urban,Fair,1,402131,79
1181,2734,3,3,3,2009,Suburban,Excellent,0,272873,16
1182,2541,5,4,3,1951,Suburban,Poor,0,272322,74
1183,2328,3,4,1,2017,Downtown,Poor,1,70875,8
1184,2608,3,4,3,1979,Suburban,Poor,1,325201,46
1185,4568,5,1,3,1992,Urban,Excellent,0,82400,33
1186,1438,5,2,2,1908,Urban,Poor,0,514674,117
1187,1306,4,3,1,1932,Rural,Poor,0,118607,93
1188,1963,4,1,3,1959,Suburban,Fair,0,923993,66
1189,3915,3,3,3,2012,Urban,Fair,1,339647,13
1190,510,3,1,1,1992,Rural,Good,1,466981,33
1191,2368,1,1,2,1976,Rural,Good,1,151096,49
1192,1384,1,4,1,1920,Downtown,Good,0,620900,105
1193,4064,4,4,2,1957,Urban,Excellent,1,934750,68
1194,1889,4,1,1,1984,Downtown,Good,1,311538,41
1195,3901,1,4,1,1968,Urban,Excellent,1,134335,57
1196,4821,1,1,1,1909,Downtown,Excellent,1,413133,116
1197,1324,2,2,1,1905,Downtown,Good,0,667300,120
1198,2765,2,4,2,2019,Suburban,Good,1,131748,6
1199,1436,1,4,2,2014,Downtown,Excellent,1,976932,11
1200,3300,2,4,3,2020,Suburban,Fair,1,736779,5
1201,3053,5,2,1,1912,Rural,Poor,1,115195,113
1202,4345,4,1,2,1964,Urban,Poor,0,779055,61
1203,2296,4,3,2,1919,Rural,Poor,0,664134,106
1204,553,1,4,2,1956,Urban,Fair,1,676692,69
1205,1226,3,1,1,2010,Rural,Excellent,0,351286,15
1206,3236,1,2,3,1945,Urban,Good,0,835608,80
1207,3670,2,3,2,1907,Downtown,Excellent,0,121540,118
1208,2413,3,4,1,1909,Urban,Excellent,0,743649,116
1209,2096,2,2,2,1972,Urban,Good,1,389092,53
1210,2414,5,2,2,2012,Rural,Fair,0,895383,13
1211,2966,2,3,3,2004,Rural,Poor,0,61755,21
1212,3237,5,1,2,1966,Rural,Poor,1,827203,59
1213,1349,5,4,2,1910,Suburban,Excellent,1,430129,115
1214,2609,2,4,1,1911,Suburban,Fair,1,658841,114
1215,502,2,1,1,1909,Urban,Poor,1,184962,116
1216,4755,5,1,3,1924,Urban,Fair,0,930808,101
1217,4569,3,1,1,1948,Downtown,Good,1,306760,77
1218,1392,5,3,1,1948,Downtown,Excellent,0,67175,77
1219,2530,4,3,3,1988,Urban,Excellent,0,902119,37
1220,3660,5,4,2,1910,Suburban,Fair,1,921415,115
1221,2876,3,3,3,1961,Urban,Poor,1,531503,64
1222,2433,4,2,1,2017,Downtown,Fair,0,800071,8
1223,1880,1,4,3,1935,Suburban,Good,0,729648,90
1224,4181,1,3,2,1938,Suburban,Poor,1,96629,87
1225,1790,3,1,3,1952,Downtown,Poor,1,691067,73
1226,2140,5,2,1,1989,Urban,Fair,1,228872,36
1227,3182,2,1,1,1977,Rural,Good,0,742727,48
1228,1487,3,4,3,2002,Urban,Poor,0,520970,23
1229,1718,4,1,2,1955,Urban,Excellent,1,380657,70
1230,1855,4,3,3,2003,Downtown,Good,0,657050,22
1231,4765,1,3,2,1900,Suburban,Poor,1,210094,125
1232,4635,4,4,2,1955,Downtown,Fair,0,774689,70
1233,2060,3,1,3,2017,Urban,Poor,0,969163,8
1234,1918,4,4,2,1903,Rural,Excellent,1,107941,122
1235,1454,3,1,1,1929,Rural,Good,1,355617,96
1236,1483,2,2,3,1911,Rural,Poor,1,760958,114
1237,1474,1,3,2,2019,Downtown,Excellent,0,66040,6
1238,4633,4,4,1,1934,Suburban,Poor,0,119806,91
1239,4472,3,2,3,1976,Downtown,Poor,1,718646,49
1240,1413,5,2,1,1951,Rural,Good,0,250211,74
1241,536,1,4,1,1930,Urban,Fair,1,686364,95
1242,3887,2,4,1,2001,Suburban,Fair,0,105916,24
1243,2211,3,2,2,2006,Downtown,Excellent,1,722960,19
1244,3520,2,1,3,1986,Downtown,Excellent,0,445507,39
1245,1295,2,2,3,1967,Suburban,Excellent,0,456339,58
1246,4536,4,4,2,1951,Suburban,Good,0,840243,74
1247,3611,4,2,3,1979,Urban,Fair,0,605564,46
1248,1824,3,1,1,1906,Suburban,Excellent,1,235217,119
1249,817,5,3,3,1921,Urban,Excellent,0,917481,104
1250,2896,3,3,2,1992,Rural,Poor,1,251750,33
1251,2662,5,2,1,1974,Rural,Poor,1,269854,51
1252,3245,2,1,2,1955,Downtown,Excellent,1,796403,70
1253,2091,1,3,1,1996,Rural,Poor,1,994218,29
1254,3611,3,2,1,1957,Rural,Poor,0,761045,68
1255,4430,3,2,3,1992,Urban,Poor,1,717554,33
1256,2496,5,1,1,1963,Downtown,Good,0,385206,62
1257,1812,2,4,2,2022,Suburban,Excellent,0,200434,3
1258,1785,2,2,3,2002,Downtown,Excellent,0,890931,23
1259,4811,5,4,2,1911,Rural,Poor,0,620569,114
1260,2883,2,4,1,1906,Suburban,Good,1,881284,119
1261,3739,4,3,2,2022,Downtown,Poor,0,836408,3
1262,2639,1,4,2,1954,Downtown,Good,1,827981,71
1263,2204,3,1,1,2002,Downtown,Excellent,0,554869,23
1264,862,1,3,3,2005,Downtown,Poor,0,753196,20
1265,3104,3,3,2,1961,Urban,Excellent,1,578883,64
1266,2216,4,3,1,2011,Downtown,Good,0,670218,14
1267,4951,2,2,3,1989,Rural,Fair,0,196474,36
1268,4786,5,2,3,2003,Rural,Good,0,311745,22
1269,4238,4,4,3,1972,Urban,Fair,0,770643,53
1270,2969,1,3,2,2004,Suburban,Excellent,0,404820,21
1271,1056,5,3,2,1997,Suburban,Excellent,1,748083,28
1272,1325,2,1,2,2008,Rural,Poor,0,232394,17
1273,3308,4,4,3,1976,Rural,Fair,0,752124,49
1274,3219,5,1,2,1954,Urban,Good,1,468127,71
1275,4008,4,4,1,2018,Suburban,Excellent,0,796648,7
1276,4241,4,4,2,1935,Suburban,Fair,1,855837,90
1277,2074,2,2,2,1988,Downtown,Good,0,108122,37
1278,4498,3,2,3,1923,Downtown,Fair,0,804849,102
1279,2629,5,1,2,1943,Downtown,Good,1,282661,82
1280,2903,2,4,1,1916,Urban,Good,0,703197,109
1281,3829,4,3,3,1901,Rural,Good,0,315591,124
1282,1088,2,2,1,1912,Urban,Good,1,234215,113
1283,2512,3,3,3,1930,Suburban,Fair,1,60662,95
1284,2047,5,1,3,1992,Rural,Fair,0,506217,33
1285,794,3,2,2,2013,Downtown,Poor,1,632570,12
1286,2485,1,2,1,1927,Urban,Fair,0,448115,98
1287,3617,5,4,3,1959,Urban,Fair,1,865014,66
1288,2190,3,1,2,1926,Downtown,Poor,0,641759,99
1289,1636,4,4,3,1914,Urban,Fair,1,697801,111
1290,2564,5,2,3,1994,Downtown,Good,1,223285,31
1291,4955,5,1,3,2003,Suburban,Excellent,1,681866,22
1292,1507,2,2,3,1978,Rural,Excellent,1,912303,47
1293,3014,4,1,3,1932,Suburban,Poor,1,657493,93
1294,4026,1,2,3,1919,Suburban,Fair,1,910513,106
1295,1747,3,3,2,1941,Downtown,Fair,1,942215,84
1296,4402,2,3,3,1911,Urban,Poor,1,284631,114
1297,1935,3,4,1,2000,Suburban,Excellent,1,133805,25
1298,1071,1,3,2,1972,Suburban,Good,0,174698,53
1299,2882,1,2,1,1922,Suburban,Fair,1,218902,103
1300,1745,5,2,3,1971,Urban,Poor,0,974570,54
1301,2584,1,3,1,1995,Urban,Good,1,60712,30
1302,777,3,4,3,2011,Downtown,Poor,0,393671,14
1303,2387,4,3,3,1913,Suburban,Poor,0,965885,112
1304,1765,4,1,2,1990,Rural,Poor,1,701176,35
1305,1540,5,1,2,1924,Urban,Excellent,1,806686,101
1306,1417,3,1,3,1976,Downtown,Excellent,0,568680,49
1307,1385,3,3,2,2018,Suburban,Poor,0,246437,7
1308,3252,1,3,1,1984,Rural,Fair,1,661473,41
1309,521,3,3,2,2008,Urban,Good,1,411995,17
1310,3691,2,1,2,1930,Rural,Fair,1,474022,95
1311,2853,1,4,1,2000,Urban,Excellent,0,586498,25
1312,1186,2,2,2,2011,Downtown,Good,1,86972,14
1313,784,5,3,3,2021,Rural,Poor,1,811254,4
1314,4247,4,4,1,2006,Suburban,Fair,1,346280,19
1315,1262,5,2,3,1953,Suburban,Fair,1,487513,72
1316,2928,4,2,1,1904,Urban,Poor,1,952877,121
1317,3007,5,2,3,1912,Suburban,Fair,0,852377,113
1318,528,3,4,3,1927,Rural,Excellent,0,800561,98
1319,1406,2,4,2,1942,Downtown,Poor,1,391324,83
1320,3604,4,1,3,1988,Urban,Fair,1,382597,37
1321,4499,1,4,2,2014,Rural,Poor,0,921836,11
1322,3494,2,4,1,1998,Urban,Good,1,980728,27
1323,3006,1,4,3,1946,Downtown,Poor,0,53052,79
1324,4109,2,2,3,2002,Urban,Fair,1,339416,23
1325,4053,2,3,1,1970,Suburban,Excellent,0,353294,55
1326,1953,5,1,1,1937,Suburban,Poor,0,801564,88
1327,3856,4,3,3,1995,Urban,Poor,1,198388,30
1328,1015,4,3,1,1966,Downtown,Fair,0,496605,59
1329,538,2,4,2,1961,Downtown,Excellent,1,712600,64
1330,3842,3,1,1,2008,Suburban,Excellent,0,933527,17
1331,1386,3,3,1,1938,Downtown,Good,1,380918,87
1332,3344,1,3,3,1936,Urban,Good,1,879607,89
1333,2704,1,1,2,2018,Rural,Fair,1,443781,7
1334,1598,5,4,1,2013,Urban,Excellent,0,66375,12
1335,2323,2,3,2,1985,Suburban,Excellent,1,599998,40
1336,3701,1,2,2,1907,Suburban,Good,1,755255,118
1337,3655,1,3,2,1980,Suburban,Good,1,828912,45
1338,3593,2,2,3,1951,Downtown,Fair,0,720534,74
1339,4030,5,4,1,1990,Urban,Excellent,1,419170,35
1340,4278,1,3,3,1932,Rural,Poor,0,530545,93
1341,3396,5,1,1,2009,Urban,Good,0,77597,16
1342,3953,4,1,1,1980,Rural,Fair,0,386433,45
1343,4011,5,3,3,1941,Urban,Excellent,1,481613,84
1344,1488,3,4,2,1975,Suburban,Excellent,1,135687,50
1345,4616,3,4,2,2011,Rural,Good,0,168968,14
1346,4526,5,1,1,2009,Urban,Fair,1,614562,16
1347,4679,3,3,3,1926,Downtown,Poor,1,517453,99
1348,2182,4,4,2,2011,Downtown,Good,0,253570,14
1349,4463,2,1,2,1907,Urban,Fair,0,481413,118
1350,1433,3,2,1,1922,Suburban,Excellent,1,622922,103
1351,4098,3,3,1,2023,Rural,Poor,0,866473,2
1352,3733,5,2,3,2005,Urban,Fair,1,974752,20
1353,2480,4,2,1,2012,Downtown,Poor,0,397509,13
1354,2355,2,4,2,1963,Rural,Fair,1,969707,62
1355,3556,5,4,2,2022,Downtown,Fair,1,888418,3
1356,1292,5,4,2,1992,Downtown,Fair,0,861802,33
1357,1291,4,3,2,2013,Urban,Fair,1,347391,12
1358,2309,2,2,3,1919,Downtown,Poor,1,960835,106
1359,2755,4,3,3,1915,Rural,Good,0,431688,110
1360,4110,2,4,1,1916,Suburban,Poor,1,256994,109
1361,2107,4,2,1,1979,Urban,Fair,1,830768,46
1362,1484,5,3,1,1918,Rural,Poor,1,443650,107
1363,4176,5,3,3,2019,Urban,Poor,0,637270,6
1364,3880,1,1,2,2019,Downtown,Poor,0,901612,6
1365,1019,3,3,1,1907,Downtown,Fair,0,682822,118
1366,1090,4,4,2,1937,Rural,Poor,0,739834,88
1367,1550,1,3,1,1937,Rural,Excellent,0,336788,88
1368,4133,3,2,1,1952,Suburban,Fair,1,612781,73
1369,4944,4,3,1,1992,Rural,Poor,1,395968,33
1370,1459,2,1,1,2004,Rural,Excellent,1,564922,21
1371,1192,3,2,1,1999,Urban,Poor,0,971463,26
1372,4399,5,2,2,1989,Downtown,Good,1,883721,36
1373,4973,1,1,1,1930,Rural,Poor,0,978647,95
1374,3446,3,4,2,1943,Suburban,Poor,1,482809,82
1375,1026,3,2,3,1959,Rural,Good,0,482331,66
1376,3724,5,4,1,1975,Downtown,Fair,1,816505,50
1377,2753,4,2,2,2018,Rural,Good,1,727900,7
1378,3844,2,2,3,1916,Urban,Fair,0,347625,109
1379,4465,5,4,3,1978,Downtown,Good,1,276577,47
1380,2375,2,2,3,1972,Rural,Poor,1,651385,53
1381,2263,4,4,2,1938,Urban,Poor,0,859010,87
1382,1020,3,1,1,1941,Downtown,Fair,1,980291,84
1383,1516,2,4,1,1947,Rural,Fair,1,384192,78
1384,616,1,1,2,1911,Urban,Excellent,0,564771,114
1385,2933,1,2,1,1995,Suburban,Excellent,0,233951,30
1386,1083,5,4,2,1988,Urban,Poor,0,191668,37
1387,894,4,2,1,2002,Suburban,Poor,0,503885,23
1388,4288,5,4,3,1917,Rural,Excellent,0,463146,108
1389,3268,5,1,1,1978,Urban,Excellent,1,229022,47
1390,4667,5,1,2,1995,Suburban,Fair,0,932169,30
1391,4360,1,4,2,1905,Downtown,Good,0,330831,120
1392,773,1,1,3,2021,Urban,Fair,1,496049,4
1393,2513,5,2,2,2007,Rural,Excellent,1,172540,18
1394,4933,1,2,1,1942,Downtown,Poor,1,741349,83
1395,1889,4,3,1,2015,Suburban,Excellent,1,866615,10
1396,4066,5,1,3,1934,Urban,Poor,1,332902,91
1397,665,1,2,2,1997,Urban,Poor,0,706442,28
1398,2067,2,4,3,2001,Rural,Poor,1,812301,24
1399,1228,5,1,1,2019,Downtown,Poor,0,670656,6
1400,2543,5,2,3,1953,Urban,Good,1,620179,72
1401,4697,4,1,2,2020,Urban,Excellent,0,96901,5
1402,3996,3,4,3,1961,Downtown,Fair,1,526728,64
1403,1278,3,2,2,1968,Urban,Poor,0,416056,57
1404,713,4,3,2,1981,Downtown,Poor,0,645350,44
1405,4262,4,3,1,1915,Downtown,Fair,0,539838,110
